角色名,外文名,性别,立绘编号,文件名,文件链接,势力logo,出处,星级,内部编号,职业,分支,势力,出身地,上线时间,时装品牌,时装名
蜜莓,Honeyberry,女性,skin2,立绘_蜜莓_skin2.png,https://media.prts.wiki/6/6d/%E7%AB%8B%E7%BB%98_%E8%9C%9C%E8%8E%93_skin2.png,雷姆必拓,方舟干员,5,RB06,医疗,行医,雷姆必拓,雷姆必拓,2021-11-01,0011™制造,洇灵雨
蜜蜡,Beeswax,女性,1,立绘_蜜蜡_1.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E8%9C%9C%E8%9C%A1_1.png,萨尔贡,方舟干员,5,R147,术师,阵法术师,萨尔贡,萨尔贡,2020-07-28,,
蜜蜡,Beeswax,女性,2,立绘_蜜蜡_2.png,https://media.prts.wiki/2/2d/%E7%AB%8B%E7%BB%98_%E8%9C%9C%E8%9C%A1_2.png,萨尔贡,方舟干员,5,R147,术师,阵法术师,萨尔贡,萨尔贡,2020-07-28,,
蜜蜡,Beeswax,女性,skin1,立绘_蜜蜡_skin1.png,https://media.prts.wiki/b/b8/%E7%AB%8B%E7%BB%98_%E8%9C%9C%E8%9C%A1_skin1.png,萨尔贡,方舟干员,5,R147,术师,阵法术师,萨尔贡,萨尔贡,2020-07-28,时代,白沙
蜜蜡,Beeswax,女性,skin2,立绘_蜜蜡_skin2.png,https://media.prts.wiki/1/19/%E7%AB%8B%E7%BB%98_%E8%9C%9C%E8%9C%A1_skin2.png,萨尔贡,方舟干员,5,R147,术师,阵法术师,萨尔贡,萨尔贡,2020-07-28,珊瑚海岸,悠然假日 HD61
行箸,Xingzhu,女性,1,立绘_行箸_1.png,https://media.prts.wiki/a/a3/%E7%AB%8B%E7%BB%98_%E8%A1%8C%E7%AE%B8_1.png,炎,方舟干员,5,YD18,辅助,护佑者,炎,炎,2025-01-22,,
行箸,Xingzhu,女性,2,立绘_行箸_2.png,https://media.prts.wiki/3/3b/%E7%AB%8B%E7%BB%98_%E8%A1%8C%E7%AE%B8_2.png,炎,方舟干员,5,YD18,辅助,护佑者,炎,炎,2025-01-22,,
行箸,Xingzhu,女性,skin1,立绘_行箸_skin1.png,https://media.prts.wiki/3/36/%E7%AB%8B%E7%BB%98_%E8%A1%8C%E7%AE%B8_skin1.png,炎,方舟干员,5,YD18,辅助,护佑者,炎,炎,2025-01-22,时代,留影
衡沙,Sand Reckoner,男性,1,立绘_衡沙_1.png,https://media.prts.wiki/7/77/%E7%AB%8B%E7%BB%98_%E8%A1%A1%E6%B2%99_1.png,萨尔贡,方舟干员,5,SG23,辅助,召唤师,萨尔贡,萨尔贡,2024-08-01,,
衡沙,Sand Reckoner,男性,2,立绘_衡沙_2.png,https://media.prts.wiki/a/a1/%E7%AB%8B%E7%BB%98_%E8%A1%A1%E6%B2%99_2.png,萨尔贡,方舟干员,5,SG23,辅助,召唤师,萨尔贡,萨尔贡,2024-08-01,,
衡沙,Sand Reckoner,男性,skin1,立绘_衡沙_skin1.png,https://media.prts.wiki/3/3c/%E7%AB%8B%E7%BB%98_%E8%A1%A1%E6%B2%99_skin1.png,萨尔贡,方舟干员,5,SG23,辅助,召唤师,萨尔贡,萨尔贡,2024-08-01,错位巡礼,憩羽
裁度,Figurino,男性,1,立绘_裁度_1.png,https://media.prts.wiki/1/10/%E7%AB%8B%E7%BB%98_%E8%A3%81%E5%BA%A6_1.png,叙拉古,方舟干员,5,SR41,特种,行商,叙拉古,叙拉古,2024-11-01,,
裁度,Figurino,男性,2,立绘_裁度_2.png,https://media.prts.wiki/2/29/%E7%AB%8B%E7%BB%98_%E8%A3%81%E5%BA%A6_2.png,叙拉古,方舟干员,5,SR41,特种,行商,叙拉古,叙拉古,2024-11-01,,
裁度,Figurino,男性,skin1,立绘_裁度_skin1.png,https://media.prts.wiki/1/1b/%E7%AB%8B%E7%BB%98_%E8%A3%81%E5%BA%A6_skin1.png,叙拉古,方舟干员,5,SR41,特种,行商,叙拉古,叙拉古,2024-11-01,0011-韵系列,桂影窗
褐果,Chestnut,男性,1,立绘_褐果_1.png,https://media.prts.wiki/0/04/%E7%AB%8B%E7%BB%98_%E8%A4%90%E6%9E%9C_1.png,罗德岛,方舟干员,4,R134,医疗,行医,罗德岛,未公开,2022-04-14,,
褐果,Chestnut,男性,2,立绘_褐果_2.png,https://media.prts.wiki/1/1b/%E7%AB%8B%E7%BB%98_%E8%A4%90%E6%9E%9C_2.png,罗德岛,方舟干员,4,R134,医疗,行医,罗德岛,未公开,2022-04-14,,
褐果,Chestnut,男性,skin1,立绘_褐果_skin1.png,https://media.prts.wiki/8/8d/%E7%AB%8B%E7%BB%98_%E8%A4%90%E6%9E%9C_skin1.png,罗德岛,方舟干员,4,R134,医疗,行医,罗德岛,未公开,2022-04-14,珊瑚海岸,悠然假日 HDm57
见行者,Enforcer,男性,1,立绘_见行者_1.png,https://media.prts.wiki/5/54/%E7%AB%8B%E7%BB%98_%E8%A7%81%E8%A1%8C%E8%80%85_1.png,拉特兰,方舟干员,5,LT10,特种,推击手,拉特兰,拉特兰,2022-03-15,,
见行者,Enforcer,男性,2,立绘_见行者_2.png,https://media.prts.wiki/9/95/%E7%AB%8B%E7%BB%98_%E8%A7%81%E8%A1%8C%E8%80%85_2.png,拉特兰,方舟干员,5,LT10,特种,推击手,拉特兰,拉特兰,2022-03-15,,
见行者,Enforcer,男性,skin1,立绘_见行者_skin1.png,https://media.prts.wiki/6/6a/%E7%AB%8B%E7%BB%98_%E8%A7%81%E8%A1%8C%E8%80%85_skin1.png,拉特兰,方舟干员,5,LT10,特种,推击手,拉特兰,拉特兰,2022-03-15,时代,拾翼
角峰,Matterhorn,男性,1,立绘_角峰_1.png,https://media.prts.wiki/6/6c/%E7%AB%8B%E7%BB%98_%E8%A7%92%E5%B3%B0_1.png,喀兰贸易,方舟干员,4,JC03,重装,铁卫,喀兰贸易,谢拉格,2019-04-30,,
角峰,Matterhorn,男性,2,立绘_角峰_2.png,https://media.prts.wiki/4/47/%E7%AB%8B%E7%BB%98_%E8%A7%92%E5%B3%B0_2.png,喀兰贸易,方舟干员,4,JC03,重装,铁卫,喀兰贸易,谢拉格,2019-04-30,,
角峰,Matterhorn,男性,skin1,立绘_角峰_skin1.png,https://media.prts.wiki/c/cb/%E7%AB%8B%E7%BB%98_%E8%A7%92%E5%B3%B0_skin1.png,喀兰贸易,方舟干员,4,JC03,重装,铁卫,喀兰贸易,谢拉格,2019-04-30,珊瑚海岸,沙滩护卫 GT.001
讯使,Courier,男性,1,立绘_讯使_1.png,https://media.prts.wiki/1/16/%E7%AB%8B%E7%BB%98_%E8%AE%AF%E4%BD%BF_1.png,喀兰贸易,方舟干员,4,JC04,先锋,尖兵,喀兰贸易,谢拉格,2019-04-30,,
讯使,Courier,男性,2,立绘_讯使_2.png,https://media.prts.wiki/c/cf/%E7%AB%8B%E7%BB%98_%E8%AE%AF%E4%BD%BF_2.png,喀兰贸易,方舟干员,4,JC04,先锋,尖兵,喀兰贸易,谢拉格,2019-04-30,,
讯使,Courier,男性,skin1,立绘_讯使_skin1.png,https://media.prts.wiki/3/39/%E7%AB%8B%E7%BB%98_%E8%AE%AF%E4%BD%BF_skin1.png,喀兰贸易,方舟干员,4,JC04,先锋,尖兵,喀兰贸易,谢拉格,2019-04-30,寒武纪™系列,新航线
讯使,Courier,男性,skin2,立绘_讯使_skin2.png,https://media.prts.wiki/7/7e/%E7%AB%8B%E7%BB%98_%E8%AE%AF%E4%BD%BF_skin2.png,喀兰贸易,方舟干员,4,JC04,先锋,尖兵,喀兰贸易,谢拉格,2019-04-30,音律联觉,无言狂响
诗怀雅,Swire,女性,1,立绘_诗怀雅_1.png,https://media.prts.wiki/b/bc/%E7%AB%8B%E7%BB%98_%E8%AF%97%E6%80%80%E9%9B%85_1.png,龙门近卫局,方舟干员,5,LM08,近卫,教官,龙门近卫局,龙门,2019-07-09,,
诗怀雅,Swire,女性,2,立绘_诗怀雅_2.png,https://media.prts.wiki/b/b8/%E7%AB%8B%E7%BB%98_%E8%AF%97%E6%80%80%E9%9B%85_2.png,龙门近卫局,方舟干员,5,LM08,近卫,教官,龙门近卫局,龙门,2019-07-09,,
诗怀雅,Swire,女性,skin1,立绘_诗怀雅_skin1.png,https://media.prts.wiki/b/b3/%E7%AB%8B%E7%BB%98_%E8%AF%97%E6%80%80%E9%9B%85_skin1.png,龙门近卫局,方舟干员,5,LM08,近卫,教官,龙门近卫局,龙门,2019-07-09,0011™制造,富贵荣华
诺威尔,Nowell,男性,1,立绘_诺威尔_1.png,https://media.prts.wiki/4/47/%E7%AB%8B%E7%BB%98_%E8%AF%BA%E5%A8%81%E5%B0%94_1.png,维多利亚,方舟干员,5,VC29,医疗,疗养师,维多利亚,维多利亚,2025-02-14,,
诺威尔,Nowell,男性,2,立绘_诺威尔_2.png,https://media.prts.wiki/d/dd/%E7%AB%8B%E7%BB%98_%E8%AF%BA%E5%A8%81%E5%B0%94_2.png,维多利亚,方舟干员,5,VC29,医疗,疗养师,维多利亚,维多利亚,2025-02-14,,
调香师,Perfumer,女性,1,立绘_调香师_1.png,https://media.prts.wiki/5/5c/%E7%AB%8B%E7%BB%98_%E8%B0%83%E9%A6%99%E5%B8%88_1.png,罗德岛,方舟干员,4,MN03,医疗,群愈师,罗德岛,米诺斯,2019-04-30,,
调香师,Perfumer,女性,2,立绘_调香师_2.png,https://media.prts.wiki/b/b0/%E7%AB%8B%E7%BB%98_%E8%B0%83%E9%A6%99%E5%B8%88_2.png,罗德岛,方舟干员,4,MN03,医疗,群愈师,罗德岛,米诺斯,2019-04-30,,
调香师,Perfumer,女性,skin1,立绘_调香师_skin1.png,https://media.prts.wiki/a/a3/%E7%AB%8B%E7%BB%98_%E8%B0%83%E9%A6%99%E5%B8%88_skin1.png,罗德岛,方舟干员,4,MN03,医疗,群愈师,罗德岛,米诺斯,2019-04-30,忒斯特收藏,植物种志
调香师,Perfumer,女性,skin2,立绘_调香师_skin2.png,https://media.prts.wiki/a/a4/%E7%AB%8B%E7%BB%98_%E8%B0%83%E9%A6%99%E5%B8%88_skin2.png,罗德岛,方舟干员,4,MN03,医疗,群愈师,罗德岛,米诺斯,2019-04-30,时代,闲适午后
谜图,Puzzle,男性,1,立绘_谜图_1.png,https://media.prts.wiki/1/1e/%E7%AB%8B%E7%BB%98_%E8%B0%9C%E5%9B%BE_1.png,维多利亚,方舟干员,5,VC21,先锋,情报官,维多利亚,维多利亚,2022-12-15,,
谜图,Puzzle,男性,2,立绘_谜图_2.png,https://media.prts.wiki/d/d7/%E7%AB%8B%E7%BB%98_%E8%B0%9C%E5%9B%BE_2.png,维多利亚,方舟干员,5,VC21,先锋,情报官,维多利亚,维多利亚,2022-12-15,,
谜图,Puzzle,男性,skin1,立绘_谜图_skin1.png,https://media.prts.wiki/0/0e/%E7%AB%8B%E7%BB%98_%E8%B0%9C%E5%9B%BE_skin1.png,维多利亚,方舟干员,5,VC21,先锋,情报官,维多利亚,维多利亚,2022-12-15,时代,碎片之间
谜图,Puzzle,男性,skin2,立绘_谜图_skin2.png,https://media.prts.wiki/f/ff/%E7%AB%8B%E7%BB%98_%E8%B0%9C%E5%9B%BE_skin2.png,维多利亚,方舟干员,5,VC21,先锋,情报官,维多利亚,维多利亚,2022-12-15,闪耀阶梯,冷色摇滚
豆苗,Beanstalk,女性,1,立绘_豆苗_1.png,https://media.prts.wiki/4/4b/%E7%AB%8B%E7%BB%98_%E8%B1%86%E8%8B%97_1.png,哥伦比亚,方舟干员,4,CB16,先锋,战术家,哥伦比亚,哥伦比亚,2021-01-05,,
豆苗,Beanstalk,女性,2,立绘_豆苗_2.png,https://media.prts.wiki/8/87/%E7%AB%8B%E7%BB%98_%E8%B1%86%E8%8B%97_2.png,哥伦比亚,方舟干员,4,CB16,先锋,战术家,哥伦比亚,哥伦比亚,2021-01-05,,
豆苗,Beanstalk,女性,skin1,立绘_豆苗_skin1.png,https://media.prts.wiki/5/58/%E7%AB%8B%E7%BB%98_%E8%B1%86%E8%8B%97_skin1.png,哥伦比亚,方舟干员,4,CB16,先锋,战术家,哥伦比亚,哥伦比亚,2021-01-05,冰原信使,未完成的礼物
豆苗,Beanstalk,女性,skin2,立绘_豆苗_skin2.png,https://media.prts.wiki/c/cb/%E7%AB%8B%E7%BB%98_%E8%B1%86%E8%8B%97_skin2.png,哥伦比亚,方舟干员,4,CB16,先锋,战术家,哥伦比亚,哥伦比亚,2021-01-05,待予花冠,红丝带之约
贝娜,Bena,女性,1,立绘_贝娜_1.png,https://media.prts.wiki/f/f5/%E7%AB%8B%E7%BB%98_%E8%B4%9D%E5%A8%9C_1.png,维多利亚,方舟干员,5,VC14,特种,傀儡师,维多利亚,维多利亚,2021-06-01,,
贝娜,Bena,女性,2,立绘_贝娜_2.png,https://media.prts.wiki/b/b1/%E7%AB%8B%E7%BB%98_%E8%B4%9D%E5%A8%9C_2.png,维多利亚,方舟干员,5,VC14,特种,傀儡师,维多利亚,维多利亚,2021-06-01,,
贝娜,Bena,女性,skin1,立绘_贝娜_skin1.png,https://media.prts.wiki/4/4a/%E7%AB%8B%E7%BB%98_%E8%B4%9D%E5%A8%9C_skin1.png,维多利亚,方舟干员,5,VC14,特种,傀儡师,维多利亚,维多利亚,2021-06-01,0011™制造,草原小帮手
贝洛内,Bellone,男性,1,立绘_贝洛内_1.png,https://media.prts.wiki/5/52/%E7%AB%8B%E7%BB%98_%E8%B4%9D%E6%B4%9B%E5%86%85_1.png,叙拉古,方舟干员,6,SR42,近卫,斗士,叙拉古,叙拉古,2026-03-10,,
贝洛内,Bellone,男性,2,立绘_贝洛内_2.png,https://media.prts.wiki/0/0a/%E7%AB%8B%E7%BB%98_%E8%B4%9D%E6%B4%9B%E5%86%85_2.png,叙拉古,方舟干员,6,SR42,近卫,斗士,叙拉古,叙拉古,2026-03-10,,
贾维,Chiave,男性,1,立绘_贾维_1.png,https://media.prts.wiki/2/2d/%E7%AB%8B%E7%BB%98_%E8%B4%BE%E7%BB%B4_1.png,贾维团伙,方舟干员,5,SR26,先锋,尖兵,贾维团伙,叙拉古,2020-07-28,,
贾维,Chiave,男性,2,立绘_贾维_2.png,https://media.prts.wiki/8/80/%E7%AB%8B%E7%BB%98_%E8%B4%BE%E7%BB%B4_2.png,贾维团伙,方舟干员,5,SR26,先锋,尖兵,贾维团伙,叙拉古,2020-07-28,,
贾维,Chiave,男性,skin1,立绘_贾维_skin1.png,https://media.prts.wiki/8/80/%E7%AB%8B%E7%BB%98_%E8%B4%BE%E7%BB%B4_skin1.png,贾维团伙,方舟干员,5,SR26,先锋,尖兵,贾维团伙,叙拉古,2020-07-28,啸风,一人车队
赤冬,Akafuyu,女性,1,立绘_赤冬_1.png,https://media.prts.wiki/b/b2/%E7%AB%8B%E7%BB%98_%E8%B5%A4%E5%86%AC_1.png,东,方舟干员,5,HK04,近卫,武者,东,东国,2021-05-01,,
赤冬,Akafuyu,女性,2,立绘_赤冬_2.png,https://media.prts.wiki/0/07/%E7%AB%8B%E7%BB%98_%E8%B5%A4%E5%86%AC_2.png,东,方舟干员,5,HK04,近卫,武者,东,东国,2021-05-01,,
赤冬,Akafuyu,女性,skin1,立绘_赤冬_skin1.png,https://media.prts.wiki/7/73/%E7%AB%8B%E7%BB%98_%E8%B5%A4%E5%86%AC_skin1.png,东,方舟干员,5,HK04,近卫,武者,东,东国,2021-05-01,时代,心性
赤刃明霄陈,Ch'en the Dawnstreak,女性,1,立绘_赤刃明霄陈_1.png,https://media.prts.wiki/9/96/%E7%AB%8B%E7%BB%98_%E8%B5%A4%E5%88%83%E6%98%8E%E9%9C%84%E9%99%88_1.png,炎,方舟干员,6,YD30,近卫,术战者,炎,龙门,2026-02-10,,
赤刃明霄陈,Ch'en the Dawnstreak,女性,2,立绘_赤刃明霄陈_2.png,https://media.prts.wiki/1/12/%E7%AB%8B%E7%BB%98_%E8%B5%A4%E5%88%83%E6%98%8E%E9%9C%84%E9%99%88_2.png,炎,方舟干员,6,YD30,近卫,术战者,炎,龙门,2026-02-10,,
赫德雷,Hoederer,男性,1,立绘_赫德雷_1.png,https://media.prts.wiki/5/51/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E5%BE%B7%E9%9B%B7_1.png,巴别塔,方舟干员,6,B216,近卫,重剑手,巴别塔,卡兹戴尔,2023-10-08,,
赫德雷,Hoederer,男性,2,立绘_赫德雷_2.png,https://media.prts.wiki/1/1d/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E5%BE%B7%E9%9B%B7_2.png,巴别塔,方舟干员,6,B216,近卫,重剑手,巴别塔,卡兹戴尔,2023-10-08,,
赫德雷,Hoederer,男性,skin1,立绘_赫德雷_skin1.png,https://media.prts.wiki/e/ed/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E5%BE%B7%E9%9B%B7_skin1.png,巴别塔,方舟干员,6,B216,近卫,重剑手,巴别塔,卡兹戴尔,2023-10-08,错位巡礼,沉思之庭
赫拉格,Hellagur,男性,1,立绘_赫拉格_1.png,https://media.prts.wiki/4/48/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E6%8B%89%E6%A0%BC_1.png,乌萨斯,方舟干员,6,AZ01,近卫,武者,乌萨斯,乌萨斯,2019-09-10,,
赫拉格,Hellagur,男性,2,立绘_赫拉格_2.png,https://media.prts.wiki/1/10/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E6%8B%89%E6%A0%BC_2.png,乌萨斯,方舟干员,6,AZ01,近卫,武者,乌萨斯,乌萨斯,2019-09-10,,
赫拉格,Hellagur,男性,skin1,立绘_赫拉格_skin1.png,https://media.prts.wiki/8/8c/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E6%8B%89%E6%A0%BC_skin1.png,乌萨斯,方舟干员,6,AZ01,近卫,武者,乌萨斯,乌萨斯,2019-09-10,斗争血脉,歧路幻影
赫默,Silence,女性,1,立绘_赫默_1.png,https://media.prts.wiki/7/7f/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E9%BB%98_1.png,莱茵生命,方舟干员,5,RL01,医疗,医师,莱茵生命,哥伦比亚,2019-04-30,,
赫默,Silence,女性,2,立绘_赫默_2.png,https://media.prts.wiki/e/e2/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E9%BB%98_2.png,莱茵生命,方舟干员,5,RL01,医疗,医师,莱茵生命,哥伦比亚,2019-04-30,,
赫默,Silence,女性,skin1,立绘_赫默_skin1.png,https://media.prts.wiki/2/22/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E9%BB%98_skin1.png,莱茵生命,方舟干员,5,RL01,医疗,医师,莱茵生命,哥伦比亚,2019-04-30,雷神开拓者,漆匠
赫默,Silence,女性,skin2,立绘_赫默_skin2.png,https://media.prts.wiki/a/a3/%E7%AB%8B%E7%BB%98_%E8%B5%AB%E9%BB%98_skin2.png,莱茵生命,方舟干员,5,RL01,医疗,医师,莱茵生命,哥伦比亚,2019-04-30,寒武纪™系列,霜息
跃跃,Caper,女性,1,立绘_跃跃_1.png,https://media.prts.wiki/d/d6/%E7%AB%8B%E7%BB%98_%E8%B7%83%E8%B7%83_1.png,玻利瓦尔,方舟干员,4,BV32,狙击,回环射手,玻利瓦尔,玻利瓦尔,2023-11-01,,
跃跃,Caper,女性,2,立绘_跃跃_2.png,https://media.prts.wiki/f/f1/%E7%AB%8B%E7%BB%98_%E8%B7%83%E8%B7%83_2.png,玻利瓦尔,方舟干员,4,BV32,狙击,回环射手,玻利瓦尔,玻利瓦尔,2023-11-01,,
跃跃,Caper,女性,skin1,立绘_跃跃_skin1.png,https://media.prts.wiki/7/78/%E7%AB%8B%E7%BB%98_%E8%B7%83%E8%B7%83_skin1.png,玻利瓦尔,方舟干员,4,BV32,狙击,回环射手,玻利瓦尔,玻利瓦尔,2023-11-01,珊瑚海岸,夏卉 FA083
车尔尼,Czerny,男性,1,立绘_车尔尼_1.png,https://media.prts.wiki/8/8a/%E7%AB%8B%E7%BB%98_%E8%BD%A6%E5%B0%94%E5%B0%BC_1.png,莱塔尼亚,方舟干员,5,LN06,重装,驭法铁卫,莱塔尼亚,莱塔尼亚,2022-06-09,,
车尔尼,Czerny,男性,2,立绘_车尔尼_2.png,https://media.prts.wiki/6/6e/%E7%AB%8B%E7%BB%98_%E8%BD%A6%E5%B0%94%E5%B0%BC_2.png,莱塔尼亚,方舟干员,5,LN06,重装,驭法铁卫,莱塔尼亚,莱塔尼亚,2022-06-09,,
车尔尼,Czerny,男性,skin1,立绘_车尔尼_skin1.png,https://media.prts.wiki/8/87/%E7%AB%8B%E7%BB%98_%E8%BD%A6%E5%B0%94%E5%B0%BC_skin1.png,莱塔尼亚,方舟干员,5,LN06,重装,驭法铁卫,莱塔尼亚,莱塔尼亚,2022-06-09,生命之地,荒野寻音
达格达,Dagda,女性,1,立绘_达格达_1.png,https://media.prts.wiki/c/c8/%E7%AB%8B%E7%BB%98_%E8%BE%BE%E6%A0%BC%E8%BE%BE_1.png,格拉斯哥帮,方舟干员,5,GG04,近卫,斗士,格拉斯哥帮,维多利亚,2022-10-11,,
达格达,Dagda,女性,2,立绘_达格达_2.png,https://media.prts.wiki/6/65/%E7%AB%8B%E7%BB%98_%E8%BE%BE%E6%A0%BC%E8%BE%BE_2.png,格拉斯哥帮,方舟干员,5,GG04,近卫,斗士,格拉斯哥帮,维多利亚,2022-10-11,,
远山,Gitano,女性,1,立绘_远山_1.png,https://media.prts.wiki/4/4a/%E7%AB%8B%E7%BB%98_%E8%BF%9C%E5%B1%B1_1.png,萨米,方舟干员,4,SI01,术师,扩散术师,萨米,萨米,2019-04-30,,
远山,Gitano,女性,2,立绘_远山_2.png,https://media.prts.wiki/f/f3/%E7%AB%8B%E7%BB%98_%E8%BF%9C%E5%B1%B1_2.png,萨米,方舟干员,4,SI01,术师,扩散术师,萨米,萨米,2019-04-30,,
远山,Gitano,女性,skin1,立绘_远山_skin1.png,https://media.prts.wiki/7/71/%E7%AB%8B%E7%BB%98_%E8%BF%9C%E5%B1%B1_skin1.png,萨米,方舟干员,4,SI01,术师,扩散术师,萨米,萨米,2019-04-30,时代,未知的旅行
远牙,Fartooth,女性,1,立绘_远牙_1.png,https://media.prts.wiki/d/d6/%E7%AB%8B%E7%BB%98_%E8%BF%9C%E7%89%99_1.png,红松骑士团,方舟干员,6,KZ13,狙击,神射手,红松骑士团,卡西米尔,2021-10-15,,
远牙,Fartooth,女性,2,立绘_远牙_2.png,https://media.prts.wiki/2/24/%E7%AB%8B%E7%BB%98_%E8%BF%9C%E7%89%99_2.png,红松骑士团,方舟干员,6,KZ13,狙击,神射手,红松骑士团,卡西米尔,2021-10-15,,
远牙,Fartooth,女性,skin1,立绘_远牙_skin1.png,https://media.prts.wiki/9/9d/%E7%AB%8B%E7%BB%98_%E8%BF%9C%E7%89%99_skin1.png,红松骑士团,方舟干员,6,KZ13,狙击,神射手,红松骑士团,卡西米尔,2021-10-15,0011-飙系列,捉风
迷迭香,Rosmontis,女性,1,立绘_迷迭香_1.png,https://media.prts.wiki/5/59/%E7%AB%8B%E7%BB%98_%E8%BF%B7%E8%BF%AD%E9%A6%99_1.png,罗德岛-精英干员,方舟干员,6,RE45,狙击,投掷手,罗德岛-精英干员,哥伦比亚,2020-11-01,,
迷迭香,Rosmontis,女性,2,立绘_迷迭香_2.png,https://media.prts.wiki/0/07/%E7%AB%8B%E7%BB%98_%E8%BF%B7%E8%BF%AD%E9%A6%99_2.png,罗德岛-精英干员,方舟干员,6,RE45,狙击,投掷手,罗德岛-精英干员,哥伦比亚,2020-11-01,,
迷迭香,Rosmontis,女性,skin1,立绘_迷迭香_skin1.png,https://media.prts.wiki/b/ba/%E7%AB%8B%E7%BB%98_%E8%BF%B7%E8%BF%AD%E9%A6%99_skin1.png,罗德岛-精英干员,方舟干员,6,RE45,狙击,投掷手,罗德岛-精英干员,哥伦比亚,2020-11-01,时代,拥抱新生
迷迭香,Rosmontis,女性,skin2,立绘_迷迭香_skin2.png,https://media.prts.wiki/f/ff/%E7%AB%8B%E7%BB%98_%E8%BF%B7%E8%BF%AD%E9%A6%99_skin2.png,罗德岛-精英干员,方舟干员,6,RE45,狙击,投掷手,罗德岛-精英干员,哥伦比亚,2020-11-01,忒斯特收藏,轻盈一梦
送葬人,Executor,男性,1,立绘_送葬人_1.png,https://media.prts.wiki/7/76/%E7%AB%8B%E7%BB%98_%E9%80%81%E8%91%AC%E4%BA%BA_1.png,拉特兰,方舟干员,5,LT01,狙击,散射手,拉特兰,拉特兰,2019-10-15,,
送葬人,Executor,男性,2,立绘_送葬人_2.png,https://media.prts.wiki/f/fa/%E7%AB%8B%E7%BB%98_%E9%80%81%E8%91%AC%E4%BA%BA_2.png,拉特兰,方舟干员,5,LT01,狙击,散射手,拉特兰,拉特兰,2019-10-15,,
送葬人,Executor,男性,skin1,立绘_送葬人_skin1.png,https://media.prts.wiki/9/99/%E7%AB%8B%E7%BB%98_%E9%80%81%E8%91%AC%E4%BA%BA_skin1.png,拉特兰,方舟干员,5,LT01,狙击,散射手,拉特兰,拉特兰,2019-10-15,斗争血脉,无题密令
逻各斯,Logos,男性,1,立绘_逻各斯_1.png,https://media.prts.wiki/b/b9/%E7%AB%8B%E7%BB%98_%E9%80%BB%E5%90%84%E6%96%AF_1.png,罗德岛-精英干员,方舟干员,6,RE03,术师,中坚术师,罗德岛-精英干员,卡兹戴尔,2024-05-01,,
逻各斯,Logos,男性,2,立绘_逻各斯_2.png,https://media.prts.wiki/5/5f/%E7%AB%8B%E7%BB%98_%E9%80%BB%E5%90%84%E6%96%AF_2.png,罗德岛-精英干员,方舟干员,6,RE03,术师,中坚术师,罗德岛-精英干员,卡兹戴尔,2024-05-01,,
逻各斯,Logos,男性,skin1,立绘_逻各斯_skin1.png,https://media.prts.wiki/d/dd/%E7%AB%8B%E7%BB%98_%E9%80%BB%E5%90%84%E6%96%AF_skin1.png,罗德岛-精英干员,方舟干员,6,RE03,术师,中坚术师,罗德岛-精英干员,卡兹戴尔,2024-05-01,音律联觉,辉煌的静谧
遥,Haruka,女性,1,立绘_遥_1.png,https://media.prts.wiki/a/a0/%E7%AB%8B%E7%BB%98_%E9%81%A5_1.png,东,方舟干员,6,HK15,辅助,护佑者,东,东国,2025-08-02,,
遥,Haruka,女性,2,立绘_遥_2.png,https://media.prts.wiki/d/d1/%E7%AB%8B%E7%BB%98_%E9%81%A5_2.png,东,方舟干员,6,HK15,辅助,护佑者,东,东国,2025-08-02,,
酒神,Tragodia,男性,1,立绘_酒神_1.png,https://media.prts.wiki/2/23/%E7%AB%8B%E7%BB%98_%E9%85%92%E7%A5%9E_1.png,维多利亚,方舟干员,6,CT01,辅助,巫役,维多利亚,维多利亚,2025-06-05,,
酒神,Tragodia,男性,2,立绘_酒神_2.png,https://media.prts.wiki/a/a5/%E7%AB%8B%E7%BB%98_%E9%85%92%E7%A5%9E_2.png,维多利亚,方舟干员,6,CT01,辅助,巫役,维多利亚,维多利亚,2025-06-05,,
酸糖,Aciddrop,女性,1,立绘_酸糖_1.png,https://media.prts.wiki/b/bd/%E7%AB%8B%E7%BB%98_%E9%85%B8%E7%B3%96_1.png,哥伦比亚,方舟干员,4,R139,狙击,重射手,哥伦比亚,哥伦比亚,2020-08-25,,
酸糖,Aciddrop,女性,2,立绘_酸糖_2.png,https://media.prts.wiki/2/2e/%E7%AB%8B%E7%BB%98_%E9%85%B8%E7%B3%96_2.png,哥伦比亚,方舟干员,4,R139,狙击,重射手,哥伦比亚,哥伦比亚,2020-08-25,,
